100,CE.IN SRL CENTRO INTERDISCIPLINARIO PRIVADO DE REHABILITACION Y ASISTENCIA AL DESARROLLO
101,CECIEP - CENTRO DE CIRUGIA ESTETICA PRIVADO
102,CECYO - CENTRO PRIVADO DE ENFERMEDADES CIRCULATORIAS Y OZONOTERAPIA
103,"CEDENYR - CENTRO DE DEPORTOLOGIA, NEUROLOGIA Y REHABILITACION"
104,CEDIALCOM L.V. SA
105,CEM - CENTRAL DE EMERGENCIAS MEDICAS S.A
106,CEM - CENTRO DE ESPECIALIDADES MEDICAS
107,CEM CENTRO DE ESPECIALIDADES MEDICAS
108,CEMI EMERGENCIAS MEDICAS PRIVADO
109,CENRO DE SALUD N° 1 - BARRIO GENERAL MOSCONI
110,CENTRO  MICROCIRUGIA OCULAR
111,CENTRO - CONSULTORIOS PRIVADOS DEL CENTRO
112,CENTRO ALTO RENDIMIENTO DEPORTIVO - AGENCIA CORDOBA DEPORTES
113,CENTRO AMBULATORIO CLINICA ROMAGOSA
114,CENTRO AMBULATORIO JUAN B. JUSTO
115,CENTRO APADIM CORDOBA
116,CENTRO ARGUELLO PRIVADO
117,CENTRO ASISTENCIAL COMUNAL DE SAN IGNACIO
118,CENTRO ASISTENCIAL DOÑA IRMA DE GODOY
119,CENTRO ASISTENCIAL MUNICIPAL IFFLINGER
120,CENTRO ASISTENCIAL MUNICIPAL LA PALESTINA
121,CENTRO ASISTENCIAL Nº 10 BARRIO INTENDENTE MAGNASCO
122,CENTRO ASISTENCIAL Nº 11 BARRIO BELGRANO
123,CENTRO ASISTENCIAL Nº 12 BARRIO EL LIBERTADOR
124,CENTRO ASISTENCIAL Nº 2 BARRIO CASTAGNINO
125,CENTRO ASISTENCIAL Nº 3 BARRIO NORTE
126,CENTRO ASISTENCIAL Nº 4 BARRIO SARMIENTO
127,CENTRO ASISTENCIAL Nº 5 BARRIO MONTE GRANDE
128,CENTRO ASISTENCIAL Nº 6 BARRIO CERINO
129,CENTRO ASISTENCIAL Nº 7 BARRIO INTENDENTE FERRERO
130,CENTRO ASISTENCIAL Nº 8 BARRIO PARQUE MONTEGRANDE
131,CENTRO ASISTENCIAL Nº 9 BARRIO PANAMERICANO
132,CENTRO ASISTENCIAL Nº1 BARRIO ESCUELA
133,CENTRO ASISTENCIAL PRIVADO AYUDA MUTUA DEL PERSONAL DE GENDARMERIA NACIONAL JESUS MARIA
134,CENTRO CARDIOVASCULAR LABOULAYE
135,CENTRO CAROYA RENAL PRIVADO
136,CENTRO CEDEM SALUD S.A
137,CENTRO CERRO ESTETICA
138,CENTRO CERRO SALUD S.R.L
139,CENTRO DE ALTO RENDIMIENTO DEPORTIVO
140,CENTRO DE APOYO A LA INTEGRACION ESCOLAR
141,CENTRO DE APOYO A LA INTEGRACION ESCOLAR AYMARA
142,CENTRO DE APOYO A LA INTEGRACION ESCOLAR CIEP
143,CENTRO DE APOYO A LA INTEGRACION ESCOLAR TRAPEM
144,"CENTRO DE ASISTENCIA ,DOCENCIA E INVESTIGACION EN NEUROPSICOLOGIA ( CADIN )"
145,CENTRO DE ASISTENCIA A LA VICTIMA
146,CENTRO DE ASISTENCIA SOCIAL POPULAR
147,CENTRO DE ASISTENCIA Y REHABILITACION S.A.
148,CENTRO DE ATENCION A LA DIVERSIDAD AMANECER
149,CENTRO DE ATENCION CEATIN
150,CENTRO DE ATENCION DE SALUD MENTAL Y REHABILITACION PSICOSOCIAL CASA CLUB BIENESTAR DE ACAPEF ANEXO
151,CENTRO DE ATENCION EN SALUD MENTAL INTEGRITAS
152,CENTRO DE ATENCION INTEGRAL KUNAN
153,CENTRO DE ATENCION INTEGRAL PRIVADO - CENTRO DE APOYO A LA INTEGRACION ESCOLAR
154,CENTRO DE ATENCION PERSONALIZADA S.A.
155,CENTRO DE ATENCION PRIMARIA  DE LA SALUD DE SEEBER
156,CENTRO DE ATENCION PRIMARIA DE BARRIO SUR
157,CENTRO DE ATENCION PRIMARIA DE LA SALUD 3° SECCION
158,CENTRO DE ATENCION PRIMARIA DE LA SALUD AMPARO DURA
159,CENTRO DE ATENCION PRIMARIA DE LA SALUD ARROYO ALGODON
160,CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO EL SALTO
161,CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO ESCUELA
162,CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO SOL DE MAYO
163,CENTRO DE ATENCION PRIMARIA DE LA SALUD C.I.C.
164,CENTRO DE ATENCION PRIMARIA DE LA SALUD CECILIA GRIERSON
165,CENTRO DE ATENCION PRIMARIA DE LA SALUD COMUNAL JOSE GABRIEL BROCHERO
166,CENTRO DE ATENCION PRIMARIA DE LA SALUD DE PINCEN
167,CENTRO DE ATENCION PRIMARIA DE LA SALUD DE PIQUILLIN
168,CENTRO DE ATENCION PRIMARIA DE LA SALUD DE VILLA BERNA
169,CENTRO DE ATENCION PRIMARIA DE LA SALUD DEL CIC
170,CENTRO DE ATENCION PRIMARIA DE LA SALUD DR. CARLOS VIEYRA
171,CENTRO DE ATENCION PRIMARIA DE LA SALUD DR. HERIBERTO HEREDIA
172,CENTRO DE ATENCION PRIMARIA DE LA SALUD DR. LUIS PEREYRA CORVALAN
173,CENTRO DE ATENCION PRIMARIA DE LA SALUD DR. ORLANDO TORRESAN SEC. CORDOBA CON VACUNATORIO
174,CENTRO DE ATENCION PRIMARIA DE LA SALUD DR. RAUL ZAYA
175,CENTRO DE ATENCION PRIMARIA DE LA SALUD EL TORREON
176,CENTRO DE ATENCION PRIMARIA DE LA SALUD ELISA AMAYA DE MALCCON
177,CENTRO DE ATENCION PRIMARIA DE LA SALUD ENFERMERA LIC. CAROLINA S. OCHONGA
178,CENTRO DE ATENCION PRIMARIA DE LA SALUD EVA PERON
179,CENTRO DE ATENCION PRIMARIA DE LA SALUD FENELON ZUVIRIA
180,CENTRO DE ATENCION PRIMARIA DE LA SALUD LA SERRANITA
181,CENTRO DE ATENCION PRIMARIA DE LA SALUD LAS FLORES
182,CENTRO DE ATENCION PRIMARIA DE LA SALUD LAS PERDICES
183,CENTRO DE ATENCION PRIMARIA DE LA SALUD LOS TALAS
184,CENTRO DE ATENCION PRIMARIA DE LA SALUD LUISA EMILIA CAROL
185,CENTRO DE ATENCION PRIMARIA DE LA SALUD N 4 - CONSULRORIO DE MEDICINA LABORAL -
186,CENTRO DE ATENCION PRIMARIA DE LA SALUD NESTOR KIRCHNER
187,CENTRO DE ATENCION PRIMARIA DE LA SALUD PASCANAS
188,CENTRO DE ATENCION PRIMARIA DE LA SALUD PAULUS
189,CENTRO DE ATENCION PRIMARIA DE LA SALUD POSTA SANITARIA CAMPO ESCUELA
190,CENTRO DE ATENCION PRIMARIA DE LA SALUD QUEBRADA HONDA
191,CENTRO DE ATENCION PRIMARIA DE LA SALUD SANTA TERESITA
192,CENTRO DE ATENCION PRIMARIA DE LA SALUD VILLA LOS AROMOS (SALA DE PRIMEROS AUXILIOS)
193,CENTRO DE ATENCION PRIMARIA DE SALUD
194,CENTRO DE ATENCION PRIMARIA DE SALUD CABANA
195,CENTRO DE ATENCION PRIMARIA DE SALUD COLONIA ANITA
196,CENTRO DE ATENCION PRIMARIA DE SALUD SANTA ELISA
197,CENTRO DE ATENCION PRIMARIA DR. CLAUDIO RODRIGUEZ DE MORRISON
198,CENTRO DE ATENCION PRIMARIA GOBERNADOR PIZARRO
199,CENTRO DE ATENCION PRIMARIA LA PAISANITA
200,CENTRO DE ATENCION PRIMARIO DE LA SALUD ENFERMERA LILIANA CARRERAS
201,CENTRO DE ATENCION PSICOSOCIAL CASANDRA
202,CENTRO DE ATENCION TEMPRANA CRECER
203,CENTRO DE CIRUGIA AMBULATORIA CON ATENCION DE LA SALUD - DASPU - SEDE COFICO
204,CENTRO DE CIRUGIA ESPECIALIZADA
205,CENTRO DE CIRUGIA ESTETICA PRIVADO DR. MOTTURA
206,CENTRO DE CIRUGIA LAS ROSAS
207,CENTRO DE CIRUGIA OCULAR
208,CENTRO DE CIRUGIA OCULAR S.A
209,CENTRO DE CIRUGIA PLASTICA DR. SANTIAGO
210,CENTRO DE CIRUGIA PLASTICA FRONTERA VACA
211,CENTRO DE DIA AMIGOS ESPECIALES Y CENTRO DE APOYO A LA INTEGRACION ESCOLAR
212,CENTRO DE DIA ANTARES
213,CENTRO DE DIA APADIM
214,CENTRO DE DIA C.A.S.E.
215,CENTRO DE DIA CANDONGA ESPACIO ABIERTO
216,CENTRO DE DIA COOOPERATIVA TODOS JUNTOS
217,CENTRO DE DIA DE LA FUNDACION APADIM
218,CENTRO DE DIA DON ORIONE
219,CENTRO DE DIA EMANUEL - CENTRO DE ESTIMULACION E INTEGRACION ESCOLAR ARCA DE NOE
220,CENTRO DE DIA ENCUENTRO RECREATIVO TERAPEUTICO
221,"CENTRO DE DIA FUNDACION DE INVESTIGACION, REHABILITACION Y PROTECCION AL DISCAPACITADO MENTAL IRAM"
222,CENTRO DE DIA FUNDACION DESCUBRIR
223,CENTRO DE DIA II - FUNDACION OTIUM
224,CENTRO DE DIA LUCES DEL ALMA
225,CENTRO DE DIA MANO A MANO
226,CENTRO DE DIA MARIA CAUSA DE NUESTRA ALEGRIA
227,CENTRO DE DIA MARIA MONTESSORI
228,CENTRO DE DIA MI LUGAR
229,CENTRO DE DIA OCUPACIONAL
230,CENTRO DE DIA PADRE JOSE GABRIEL DEL ROSARIO BROCHERO
231,CENTRO DE DIA PARA ADOLECENTES Y JOVENES 5 SENTIDOS
232,CENTRO DE DIA PARA PERSONAS CON CAPACIDADES DIFERENTES ESPACIOS PARA CRECER
233,CENTRO DE DIA PIUQUEYEN
234,CENTRO DE DIA PRIVADO CANDILEJAS
235,CENTRO DE DIA PUERTA ESPERANZA
236,CENTRO DE DIA RED SIERRAS CHICAS
237,CENTRO DE DIA VIDA FELIZ
238,CENTRO DE DIA Y CENTRO EDUCATIVO TERAPEUTICO AMANECER
239,CENTRO DE DIA Y CENTRO EDUCATIVO TERAPEUTICO CON APOYO A LA INTEGRACION ESCOLAR SER
240,CENTRO DE DIA Y ESTIMULACION TEMPRANA ALEGRIA
241,CENTRO DE DIA Y ESTIMULACION TEMPRANA SAN FRANCISCO
242,CENTRO DE DIA Y REHABILITACION PRIVADO COPRIN
243,CENTRO DE DIAGNOSTICO CE.D.IM OESTE S.A.
244,CENTRO DE DIAGNOSTICO DIMECO SALUD S.R.L
245,CENTRO DE DIAGNOSTICO POR IMAGENES ARROYITO PRIVADO
246,CENTRO DE DIAGNOSTICO POR IMAGENES CEDIAN S.A
247,CENTRO DE DIAGNOSTICO POR IMAGENES DR. RAMIREZ S.R.L
248,CENTRO DE DIAGNOSTICO POR IMAGENES FERNANDEZ OULTON
249,CENTRO DE DIAGNOSTICO POR IMAGENES GALVEZ
250,CENTRO DE DIAGNOSTICO POR IMAGENES SUDESTE PRIVADO SA
251,CENTRO DE DIAGNOSTICO PRIVADO CARDIOMED
252,CENTRO DE DIAGNOSTICO Y TRATAMIENTO SEDE CERRO - DASPU
253,CENTRO DE DIAGNOSTICO Y TRATAMIENTO SEDE UNIVERSITARIA DASPU CON VACUNATORIO
254,CENTRO DE DIALISIS FUCETER
255,CENTRO DE DIALISIS N.I.N.A
256,CENTRO DE DIALISIS SERVICIO DE NEFROLOGIA Y HEMODIALISIS CARAFFA S.R.L
257,CENTRO DE ENFERMEDADES RENALES ALTA GRACIA PRIVADO - CERAG S.R.L.
258,CENTRO DE ENFERMEDADES RENALES E HIPERTENSION ARTERIAL PRIVADO DE PUNILLA
259,CENTRO DE ENFERMEDADES RENALES PRIVADO - MINA CLAVERO
260,CENTRO DE ENFERMEDADES RENALES PRIVADO C.E.R VILLA DOLORES
261,CENTRO DE ENFERMEDADES VASCULARES - MEDICINA HIPERBARICA Y OZONOTERAPIA
262,CENTRO DE EQUIPO INTERDISCIPLINARIO CON APOYO A LA INTEGRACION ESCOLAR - FUNDACION CEATI
263,CENTRO DE ESPECIALIDADES MEDICAS CONDE
264,CENTRO DE ESPECIALIDADES MEDICAS E INTERDISCIPLINARIAS CEMI
265,CENTRO DE ESPECIALIDADES MEDICAS PUNILLA
266,CENTRO DE ESTUDIOS MAMARIOS
267,CENTRO DE EXCELENCIA EN PRODUCTOS Y PROCESOS (CEPROCOR)
268,CENTRO DE EXCELENCIA EN PRODUCTOS Y PROCESOS (CEPROCOR)
269,CENTRO DE FLEBOLOGIA
270,CENTRO DE FLEBOLOGIA NEVER ROSLI
271,CENTRO DE FONOAUDIOLOGIA
272,CENTRO DE GINECOLOGIA DR. PANZERI
273,CENTRO DE HEMODIALISIS ATERYM CARLOS PAZ
274,CENTRO DE HEMODIALISIS CENEBELL PRIVADO SA
275,CENTRO DE HEMODIALISIS CENECOR PRIVADO S.A
276,CENTRO DE IMAGENES DALVIT
277,CENTRO DE IMAGENES DEL SUQUIA S.A
278,CENTRO DE INTEGRACION COMUNAL
279,CENTRO DE INTEGRACION COMUNAL
280,CENTRO DE INTEGRACION COMUNAL
281,CENTRO DE INTEGRACION COMUNAL DE LAS ARRIAS
282,CENTRO DE INTEGRACION COMUNAL DE RIO SEGUNDO
283,CENTRO DE INTEGRACION COMUNAL DE SAN FRANCISCO DEL CHAÑAR
284,CENTRO DE INTEGRACION COMUNAL DE TOLEDO
285,CENTRO DE INTEGRACION COMUNAL DE VILLA DE SOTO
286,CENTRO DE INTEGRACION COMUNAL DE VILLA TOTORAL
287,CENTRO DE INTEGRACION COMUNAL EVA PERON
288,CENTRO DE INTEGRACION COMUNITARIA
289,CENTRO DE INTEGRACION COMUNITARIA DE VILLA DOLORES
290,CENTRO DE INTEGRACION COMUNITARIO
291,CENTRO DE INTEGRACION CREANDO S.H
292,CENTRO DE INTEGRACION ESCOLAR IDENTIDAD
293,CENTRO DE INTEGRACION ESCOLAR INTERDICIPLINARIO SEMILLAS
294,CENTRO DE INTEGRACION ESCOLAR LOGROS
295,CENTRO DE INTEGRACION ESCOLAR Y REHABILITACION DIVERSA
296,CENTRO DE INTEGRACION Y ASISTENCIA JOVANA S.R.L.
297,CENTRO DE INTEGRACIONES EDUCATIVAS PRIVADO CIEP II
298,CENTRO DE INTERVENCION TEMPRANA MULTIPLES EXPRESIONES
299,CENTRO DE INVESTIGACION - EXTENSION Y CAPACITACION ESCUELA KINESIOLOGIA Y FISIOTERAPIA
300,CENTRO DE INVESTIGACION Y REHABILITACION - PROTECCION AL MOGOLICO - IRAM
301,CENTRO DE JUBILADOS BARRIO JARDIN
302,CENTRO DE JUBILADOS DEL CENTRO DE JUBILADOS Y PENSIONADOS Y BIBLIOTECA QUINTAS DE ARGUELLO
303,CENTRO DE JUBILADOS Y PENSIONADOS 12 DE MAYO
304,CENTRO DE JUBILADOS Y PENSIONADOS BARRIO LAS FLORES
305,CENTRO DE JUBILADOS Y PENSIONADOS VILLA ADELA
306,CENTRO DE JUBILADOS Y PENSIONADOS VILLA GENERAL BELGRANO
307,CENTRO DE KINESIOLOGIA Y FISIOTERAPIA HUMANA
308,CENTRO DE KINESIOLOGIA Y FISIOTERAPIA MARZI Y COMPAÑIA - RAFAEL NUÑEZ 3808
309,CENTRO DE KINESIOLOGIA Y FISIOTERAPIA MARZI Y COMPAÑIA SRL - SAN JERONIMO 167
310,CENTRO DE LA VISION
311,CENTRO DE LA VISION LABOULAYE
312,CENTRO DE MEDICINA NUCLEAR SPECT S.R.L
313,CENTRO DE MEDICINA Y CIRUGIA ESTETICA AMBULATORIA GEMA S.A.
314,CENTRO DE MICROCIRUGIA OCULAR CORDOBA
315,CENTRO DE NEUROCIENCIAS DE INCLUSION Y REHABILITACION CENIR
316,CENTRO DE NEUROREHABILITACION BUSCANDO CAMINOS
317,CENTRO DE NEUROREHABILITACION MI CASA QUINTA S.R.L
318,CENTRO DE NEUROREHABILITACION ORIGO
319,CENTRO DE NEUROREHABILITACION Y NEUROPSICOLOGIA CNR CORDOBA S.R.L
320,CENTRO DE NUTRICION DIETA CLUB DR. CORMILLOT
321,CENTRO DE OJOS LA CARLOTA
322,CENTRO DE OJOS MARCOS JUAREZ - DRA. GARCIA
323,CENTRO DE OJOS PRIVADO ADELIA MARIA
324,CENTRO DE OJOS PRIVADO BELL VILLE
325,CENTRO DE OJOS PRIVADO GENERAL CABRERA
326,CENTRO DE OTORRINOLARINGOLOGIA CEMO S.A.
327,CENTRO DE PEDIATRIA GINECO-OBSTETRICIA Y DIAGNOSTICO POR IMAGENES NOVOIMAGENES
328,CENTRO DE PREVENCION Y TRATAMIENTO DEL CONSUMO PROBLEMATICO DE DROGAS - PROGRAMA DEL SOL
329,CENTRO DE PSICOTERAPIA PUERTA VERDE
330,CENTRO DE RADIOLOGIA ODONTOLOGICA Y MEDICA E IMAGENES DIGITALES - CROMO S.A
331,CENTRO DE REHABILITACION ALPI DEAN FUNES CON VACUNATORIO
332,CENTRO DE REHABILITACION ALPI VILLA MARIA
333,CENTRO DE REHABILITACION AUDITIVA OTICO
334,CENTRO DE REHABILITACION AZAI
335,CENTRO DE REHABILITACION CARDIOVASCULAR SAN FRANCISCO DE ASIS (CEPREC)
336,CENTRO DE REHABILITACION CASA SAN FRANCISCO DE ASIS
337,CENTRO DE REHABILITACION CON INTEGRACION ESCOLAR INTEGRAR
338,CENTRO DE REHABILITACION CON VACUNATORIO ALPI CORDOBA
339,CENTRO DE REHABILITACION CONSULTORIOS INTEGRA
340,CENTRO DE REHABILITACION DE LA FUNDACION PARA LA INVESTIGACION NEUROPSICOLOGICA APINEP
341,CENTRO DE REHABILITACION DEL NORTE CERNO
342,CENTRO DE REHABILITACION DR. GANDARA S.R.L.
343,CENTRO DE REHABILITACION E INTEGRACION ESCOLAR FUNDACION ARBOL
344,CENTRO DE REHABILITACION E INTEGRACION ESCOLAR KALEN
345,"CENTRO DE REHABILITACION FISIOKINESICA, AGUA Y MEDICINA FISICA"
346,CENTRO DE REHABILITACION FUNDACION DESAFIO
347,CENTRO DE REHABILITACION HOSPITAL AURELIO CRESPO
348,CENTRO DE REHABILITACION HOSPITAL CENTRAL
349,CENTRO DE REHABILITACION HOSPITAL DE VILLA DOLORES
350,CENTRO DE REHABILITACION HOSPITAL J. B. ITURRASPE
351,CENTRO DE REHABILITACION HOSPITAL LABOULAYE
352,CENTRO DE REHABILITACION HOSPITAL MISERICORDIA
353,CENTRO DE REHABILITACION HOSPITAL PEDIATRICO DEL NIÑO JESUS
354,CENTRO DE REHABILITACION HOSPITAL REGIONAL PASTEUR
355,CENTRO DE REHABILITACION INTEGRAL PRIVADO ELPHIS
356,CENTRO DE REHABILITACION INTEGRAL PRIVADO ESTIMULOS
357,CENTRO DE REHABILITACION INTEGRAL Y CENTRO DE DIA
358,CENTRO DE REHABILITACION KIRON S.A.
359,CENTRO DE REHABILITACION MEDICO PRIVADO S.R.L.
360,CENTRO DE REHABILITACION MEDITERRANEO S.R.L CON APOYO A LA INTEGRACION ESCOLAR
361,CENTRO DE REHABILITACION MI CASA QUINTA S.R.L.
362,CENTRO DE REHABILITACION MUNICIPAL
363,CENTRO DE REHABILITACION NEUROCET S.R.L.
364,CENTRO DE REHABILITACION NEUROLOGICA INTEGRAL ARAMI
365,CENTRO DE REHABILITACION NEUROLOGICA NEURO ESPACIO
366,CENTRO DE REHABILITACION PEDIATRICA E INTEGRACION ESCOLAR INSERIR
367,CENTRO DE REHABILITACION REHABILITANDO
368,CENTRO DE REHABILITACION SERENDIPIA PRIVADO
369,CENTRO DE REHABILITACION SIERRAS CHICAS
370,CENTRO DE REHABILITACION SOCIO LABORAL
371,CENTRO DE REHABILITACION Y APOYO A LA INTEGRACION ESCOLAR DESCUBRIR S.R.L
372,CENTRO DE REHABILITACION Y FISIOTERAPIA DE LA CLINICA UNIVERSITARIA REINA FABIOLA
373,CENTRO DE REPRODUCCION ASISTIDA CREA S.R.L.
374,CENTRO DE REPRODUCCION HUMANA ASISTIDA GYNESIS
375,CENTRO DE RESONANCIA MAGNETICA
376,CENTRO DE RESONANCIA MORTEROS
377,CENTRO DE SALUD  SAN MIGUEL
378,CENTRO DE SALUD - PSICOLOGIA - EDUCACION
379,CENTRO DE SALUD AGEPJ
380,CENTRO DE SALUD ANEXO EL PARADOR
381,CENTRO DE SALUD ASOCIACION MUTUAL DR. ESTEBAN MARADONA SALUD
382,CENTRO DE SALUD ASOCIACION SINDICAL DE TRABAJADORES DE FARMACIA RIO CUARTO
383,CENTRO DE SALUD BARRIO COLINAS
384,CENTRO DE SALUD CALIDAD MEDICA
385,CENTRO DE SALUD CAPILLA DE FATIMA
386,CENTRO DE SALUD CHARRAS
387,CENTRO DE SALUD COMUNAL DE DIEGO DE ROJAS
388,CENTRO DE SALUD COMUNAL DE TORO PUJIO
389,CENTRO DE SALUD COMUNAL DR. AMADEO SABATINI
390,CENTRO DE SALUD COMUNAL GENERAL FOTHERINGHAM
391,CENTRO DE SALUD DE LA ASOCIACION SINDICAL DE TRABAJADORES DE FARMACIA
392,CENTRO DE SALUD DE LA CESIRA
393,CENTRO DE SALUD DEL CENTRO DE JUBILADOS PALMAR - VILLA CLAUDINA
394,CENTRO DE SALUD DEL CENTRO DE JUBILADOS SOLIDARIDAD
395,CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS BARRIO PANAMERICANO
396,CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS LA CASITA DE MIS VIEJOS
397,CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS MALAGUEÑO
398,CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS PRIMAVERA
399,CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS QUEBRADA LAS ROSAS
400,CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS ROSEDAL
401,CENTRO DE SALUD DEL COMPLEJO ESPERANZA
402,CENTRO DE SALUD DEL NUEVO CENTRO DE JUBILADOS Y PENSIONADOS NUEVA ITALIA
403,CENTRO DE SALUD DR RENE FAVALORO
404,CENTRO DE SALUD DR. AMERICO MOLINA
405,CENTRO DE SALUD DR. FENOGLIO
406,CENTRO DE SALUD DR. JOSE ANEINE
407,CENTRO DE SALUD DR. MARCOS RIVERA
408,CENTRO DE SALUD DR. OBDULIO S. VARGAS DE MATTALDI
409,CENTRO DE SALUD EDUARDO JENNER DE QUEBRACHO HERRADO
410,CENTRO DE SALUD EVITA
411,CENTRO DE SALUD EVITA DE MALVINAS ARGENTINAS
